 written on  9Mar2019 at 05:09:51 
          11
          83
    2    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    2
   -5   -4    0    1    1    0.000005   -0.000000
   -5   -4    0    2    1    0.000000    0.000000
   -5   -4    0    3    1    0.000000   -0.000000
   -5   -4    0    4    1   -0.000102    0.000000
   -5   -4    0    5    1    0.000000    0.000000
   -5   -4    0    6    1    0.000381    0.000000
   -5   -4    0    7    1    0.000126    0.000000
   -5   -4    0    8    1    0.000012   -0.000000
   -5   -4    0    9    1   -0.000381   -0.000000
   -5   -4    0   10    1    0.000126    0.000000
   -5   -4    0   11    1    0.000012   -0.000000
   -5   -4    0    1    2   -0.000000   -0.000000
   -5   -4    0    2    2   -0.000296   -0.000000
   -5   -4    0    3    2    0.000000   -0.000000
   -5   -4    0    4    2    0.000000   -0.000000
   -5   -4    0    5    2   -0.000000    0.000000
   -5   -4    0    6    2    0.000068    0.000000
   -5   -4    0    7    2    0.000614    0.000000
   -5   -4    0    8    2    0.000214    0.000000
   -5   -4    0    9    2    0.000068    0.000000
   -5   -4    0   10    2   -0.000614   -0.000000
   -5   -4    0   11    2   -0.000214   -0.000000
   -5   -4    0    1    3    0.000000   -0.000000
   -5   -4    0    2    3    0.000000   -0.000000
   -5   -4    0    3    3    0.000147    0.000000
   -5   -4    0    4    3    0.000000    0.000000
   -5   -4    0    5    3   -0.000000    0.000000
   -5   -4    0    6    3    0.000035    0.000000
   -5   -4    0    7    3    0.000293   -0.000000
   -5   -4    0    8    3    0.000112   -0.000000
   -5   -4    0    9    3    0.000035    0.000000
   -5   -4    0   10    3   -0.000293    0.000000
   -5   -4    0   11    3   -0.000112    0.000000
   -5   -4    0    1    4    0.000221    0.000000
   -5   -4    0    2    4   -0.000000   -0.000000
   -5   -4    0    3    4   -0.000000   -0.000000
   -5   -4    0    4    4   -0.000359   -0.000000
   -5   -4    0    5    4   -0.000000    0.000000
   -5   -4    0    6    4   -0.000484   -0.000000
   -5   -4    0    7    4   -0.000244    0.000000
   -5   -4    0    8    4   -0.000051   -0.000000
   -5   -4    0    9    4    0.000484    0.000000
   -5   -4    0   10    4   -0.000244    0.000000
   -5   -4    0   11    4   -0.000051   -0.000000
   -5   -4    0    1    5    0.000000    0.000000
   -5   -4    0    2    5   -0.000000   -0.000000
   -5   -4    0    3    5   -0.000000    0.000000
   -5   -4    0    4    5   -0.000000    0.000000
   -5   -4    0    5    5    0.000259    0.000000
   -5   -4    0    6    5    0.000264   -0.000000
   -5   -4    0    7    5    0.000056    0.000000
   -5   -4    0    8    5    0.000006    0.000000
   -5   -4    0    9    5   -0.000264   -0.000000
   -5   -4    0   10    5    0.000056    0.000000
   -5   -4    0   11    5    0.000006    0.000000
   -5   -4    0    1    6    0.000082   -0.000000
   -5   -4    0    2    6    0.000056   -0.000000
   -5   -4    0    3    6   -0.000091    0.000000
   -5   -4    0    4    6   -0.000133   -0.000000
   -5   -4    0    5    6    0.000140   -0.000000
   -5   -4    0    6    6    0.000224   -0.000000
   -5   -4    0    7    6    0.000000   -0.000000
   -5   -4    0    8    6    0.000068    0.000000
   -5   -4    0    9    6   -0.000121   -0.000000
   -5   -4    0   10    6   -0.000000   -0.000000
   -5   -4    0   11    6    0.000009    0.000000
   -5   -4    0    1    7    0.000180   -0.000000
   -5   -4    0    2    7    0.000654    0.000000
   -5   -4    0    3    7    0.000120   -0.000000
   -5   -4    0    4    7   -0.000301    0.000000
   -5   -4    0    5    7   -0.000138    0.000000
   -5   -4    0    6    7    0.000000    0.000000
   -5   -4    0    7    7   -0.000198    0.000000
   -5   -4    0    8    7   -0.000000    0.000000
   -5   -4    0    9    7   -0.000000   -0.000000
   -5   -4    0   10    7    0.000734   -0.000000
   -5   -4    0   11    7    0.000000   -0.000000
   -5   -4    0    1    8    0.000048    0.000000
   -5   -4    0    2    8    0.000298    0.000000
   -5   -4    0    3    8    0.000324   -0.000000
   -5   -4    0    4    8   -0.000033   -0.000000
   -5   -4    0    5    8    0.000214    0.000000
   -5   -4    0    6    8    0.000152    0.000000
   -5   -4    0    7    8   -0.000000    0.000000
   -5   -4    0    8    8    0.000080   -0.000000
   -5   -4    0    9    8   -0.000147    0.000000
   -5   -4    0   10    8    0.000000   -0.000000
   -5   -4    0   11    8   -0.000087    0.000000
   -5   -4    0    1    9   -0.000082    0.000000
   -5   -4    0    2    9    0.000056   -0.000000
   -5   -4    0    3    9   -0.000091    0.000000
   -5   -4    0    4    9    0.000133   -0.000000
   -5   -4    0    5    9   -0.000140    0.000000
   -5   -4    0    6    9   -0.000121    0.000000
   -5   -4    0    7    9    0.000000    0.000000
   -5   -4    0    8    9   -0.000009   -0.000000
   -5   -4    0    9    9    0.000224   -0.000000
   -5   -4    0   10    9   -0.000000    0.000000
   -5   -4    0   11    9   -0.000068   -0.000000
   -5   -4    0    1   10    0.000180   -0.000000
   -5   -4    0    2   10   -0.000654   -0.000000
   -5   -4    0    3   10   -0.000120    0.000000
   -5   -4    0    4   10   -0.000301    0.000000
   -5   -4    0    5   10   -0.000138    0.000000
   -5   -4    0    6   10    0.000000    0.000000
   -5   -4    0    7   10    0.000734   -0.000000
   -5   -4    0    8   10    0.000000   -0.000000
   -5   -4    0    9   10   -0.000000   -0.000000
   -5   -4    0   10   10   -0.000198    0.000000
   -5   -4    0   11   10   -0.000000    0.000000
   -5   -4    0    1   11    0.000048    0.000000
   -5   -4    0    2   11   -0.000298   -0.000000
   -5   -4    0    3   11   -0.000324    0.000000
   -5   -4    0    4   11   -0.000033   -0.000000
   -5   -4    0    5   11    0.000214    0.000000
   -5   -4    0    6   11    0.000147   -0.000000
   -5   -4    0    7   11    0.000000   -0.000000
   -5   -4    0    8   11   -0.000087    0.000000
   -5   -4    0    9   11   -0.000152   -0.000000
   -5   -4    0   10   11   -0.000000    0.000000
   -5   -4    0   11   11    0.000080   -0.000000
   -5   -3    0    1    1   -0.000217    0.000000
   -5   -3    0    2    1   -0.000000   -0.000000
   -5   -3    0    3    1   -0.000000   -0.000000
   -5   -3    0    4    1    0.000106   -0.000000
   -5   -3    0    5    1   -0.000645    0.000000
   -5   -3    0    6    1   -0.000341   -0.000000
   -5   -3    0    7    1   -0.000000   -0.000000
   -5   -3    0    8    1   -0.000091   -0.000000
   -5   -3    0    9    1    0.000341    0.000000
   -5   -3    0   10    1   -0.000000   -0.000000
   -5   -3    0   11    1   -0.000091   -0.000000
   -5   -3    0    1    2   -0.000000    0.000000
   -5   -3    0    2    2    0.000303    0.000000
   -5   -3    0    3    2    0.000040    0.000000
   -5   -3    0    4    2    0.000000   -0.000000
   -5   -3    0    5    2   -0.000000   -0.000000
   -5   -3    0    6    2    0.000000    0.000000
   -5   -3    0    7    2   -0.000333    0.000000
   -5   -3    0    8    2   -0.000000    0.000000
   -5   -3    0    9    2    0.000000    0.000000
   -5   -3    0   10    2    0.000333   -0.000000
   -5   -3    0   11    2    0.000000   -0.000000
   -5   -3    0    1    3   -0.000000   -0.000000
   -5   -3    0    2    3   -0.000043    0.000000
   -5   -3    0    3    3   -0.000021   -0.000000
   -5   -3    0    4    3   -0.000000    0.000000
   -5   -3    0    5    3    0.000000   -0.000000
   -5   -3    0    6    3   -0.000078    0.000000
   -5   -3    0    7    3    0.000000   -0.000000
   -5   -3    0    8    3    0.000113    0.000000
   -5   -3    0    9    3   -0.000078    0.000000
   -5   -3    0   10    3   -0.000000    0.000000
   -5   -3    0   11    3   -0.000113   -0.000000
   -5   -3    0    1    4    0.000068   -0.000000
   -5   -3    0    2    4   -0.000000   -0.000000
   -5   -3    0    3    4    0.000000    0.000000
   -5   -3    0    4    4   -0.000240    0.000000
   -5   -3    0    5    4    0.000530   -0.000000
   -5   -3    0    6    4    0.000446    0.000000
   -5   -3    0    7    4    0.000000    0.000000
   -5   -3    0    8    4    0.000058   -0.000000
   -5   -3    0    9    4   -0.000446   -0.000000
   -5   -3    0   10    4    0.000000    0.000000
   -5   -3    0   11    4    0.000058   -0.000000
   -5   -3    0    1    5   -0.000093   -0.000000
   -5   -3    0    2    5    0.000000   -0.000000
   -5   -3    0    3    5    0.000000   -0.000000
   -5   -3    0    4    5   -0.000102   -0.000000
   -5   -3    0    5    5   -0.000233   -0.000000
   -5   -3    0    6    5    0.000000    0.000000
   -5   -3    0    7    5   -0.000008    0.000000
   -5   -3    0    8    5   -0.000000    0.000000
   -5   -3    0    9    5   -0.000000    0.000000
